Year,Date,Date_Ref,LocationAbbr,LocationDesc,TopicType,TopicDesc,MeasureDesc,Sub-Measure,Variable,Geographic_Requirements,Geographic_Requirements_Text,Age_Requirements,Age_Requirements_Text,RQUIT_Requirements,RQUIT_Requirements_Text,Insurance_Requirements,Insurance_Requirements_Text,Pregnancy_Requirements,Pregnancy_Requirements_Text,Other_Requirements,Other_Requirements_Text,Unlimited_Sessions_Offered,Number_of_Sessions_Offered,Comments,GeoLocation,TopicTypeId,TopicId,MeasureID,SOURCE,SubMeasureID,DisplayOrder
2018,4,Oct-Dec,HI,Hawaii,Quitline,Services Available,Counseling,Amount of Counseling Offered,Pregnant,Yes,Resident of state,Yes,13 years and older,Yes,Next 30 days,No,,Yes,Pregnant,No,,No,10,Includes 2 postpartum contacts; NRT w/physician authorization,"(21.304850435000446, -157.85774940299973)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2017,3,Jul-Sep,MS,Mississippi,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,13 years and older,Yes,Next 30 days,No,,No,,No,,No,4,,"(32.745510099000455, -89.53803082499968)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2011,1,Jan-Mar,MI,Michigan,Quitline,Services Available,Counseling,Amount of Counseling Offered,Medicare,Yes,Resident of state,No,,Yes,Next 30 days or already quit (within the last 30 days),Yes,Medicare,No,,No,,No,5,,"(44.6613195430005, -84.71439026999968)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2014,2,Apr-Jun,OR,Oregon,Quitline,Services Available,Counseling,Amount of Counseling Offered,Medicaid Fee For Service,Yes,Resident of state,Yes,18 years and older,Yes,Next 30 days,Yes,Medicaid Fee For Service,No,,No,,No,4,,"(44.56744942400047, -120.15503132599969)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2010,3,Jul-Sep,OH,Ohio,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,18 years and older,No,,No,,No,,No,,No,5,,"(40.06021014100048, -82.40426005599966)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2018,4,Oct-Dec,ME,Maine,Quitline,Services Available,Counseling,Amount of Counseling Offered,Not ready to quit in the next 30 days,Yes,Resident of state,No,,No,,No,,No,,No,,No,1,,"(45.254228894000505, -68.98503133599962)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2014,4,Oct-Dec,AK,Alaska,Quitline,Services Available,Counseling,Amount of Counseling Offered,Pregnant,Yes,Resident of state,Yes,18 years and older,No,,No,,Yes,Pregnant,No,,No,10,Text 2 Quit and Web Coach also available to all participants in addition to phone counseling,"(64.84507995700051, -147.72205903599973)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2016,4,Oct-Dec,WA,Washington,Quitline,Services Available,Counseling,Amount of Counseling Offered,Uninsured,Yes,Resident of state,Yes,12 years and older,Yes,Next 30 days or already quit,Yes,Uninsured,No,,No,,No,1,,"(47.52227862900048, -120.47001078999972)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2015,1,Jan-Mar,MI,Michigan,Quitline,Services Available,Counseling,Amount of Counseling Offered,Uninsured,Yes,Resident of state,No,,Yes,Next 30 days or already quit (within the last 30 days),Yes,Uninsured,No,,No,,No,4,,"(44.6613195430005, -84.71439026999968)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2017,4,Oct-Dec,PA,Pennsylvania,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,14 years and older,Yes,Next 30 days,No,,No,,No,,No,5,,"(40.79373015200048, -77.86070029399963)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2014,3,Jul-Sep,WY,Wyoming,Quitline,Services Available,Counseling,Amount of Counseling Offered,Pregnant,Yes,Resident of state,Yes,12 years and older,No,,No,,Yes,Pregnant,No,,No,9,,"(43.23554134300048, -108.10983035299967)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2013,1,Jan-Mar,TX,Texas,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,13 years and older,Yes,Next 30 days,Yes,Uninsured or select insurance,No,,No,,No,5,,"(31.827240407000488, -99.42677020599967)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2010,3,Jul-Sep,SC,South Carolina,Quitline,Services Available,Counseling,Amount of Counseling Offered,Medicaid,Yes,Resident of state,Yes,12 years and older,No,,Yes,Medicaid,No,,No,,No,5,,"(33.998821303000454, -81.04537120699968)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2011,1,Jan-Mar,AR,Arkansas,Quitline,Services Available,Counseling,Amount of Counseling Offered,Pregnant/Postpartum,Yes,Resident of state,Yes,13 years and older,Yes,Next 30 days,No,,Yes,Pregnant/Postpartum,No,,No,10,,"(34.74865012400045, -92.27449074299966)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2018,4,Oct-Dec,MO,Missouri,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,18 years and older,No,,No,,No,,No,,No,4,,"(38.635790776000476, -92.56630005299968)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2013,4,Oct-Dec,SD,South Dakota,Quitline,Services Available,Counseling,Amount of Counseling Offered,Callers who have used the quitline fewer than 3 times,Yes,Resident of state,Yes,13 years and older,Yes,Next 30 days,No,,No,,Yes,Callers who have used the quitline fewer than 3 times,No,5,,"(44.353130053000484, -100.3735306369997)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2015,1,Jan-Mar,OR,Oregon,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,13 years and older,Yes,Next 30 days,Yes,Select insurance,No,,No,,No,1,,"(44.56744942400047, -120.15503132599969)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2014,1,Jan-Mar,OH,Ohio,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,13 years and older (parental consent required for callers ages 13-17),No,,Yes,Uninsured or select insurance,No,,No,,No,5,,"(40.06021014100048, -82.40426005599966)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2020,6,Jan-Jun,GA,Georgia,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,13 years and older,Yes,Next 30 days,No,,No,,No,,No,5,,"(32.83968109300048, -83.62758034599966)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2019,6,Jan-Jun,OR,Oregon,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,13 years and older,Yes,Next 30 days,No,,No,,No,,No,1,,"(44.56744942400047, -120.15503132599969)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2014,4,Oct-Dec,TX,Texas,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,13 years and older,Yes,Next 30 days,No,,No,,No,,No,5,,"(31.827240407000488, -99.42677020599967)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2020,12,Jul-Dec,MI,Michigan,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,No,,Yes,Next 30 days or already quit (within the last 30 days),Yes,Medicare,No,,No,,No,4,,"(44.6613195430005, -84.71439026999968)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2016,1,Jan-Mar,NV,Nevada,Quitline,Services Available,Counseling,Amount of Counseling Offered,Pregnant,Yes,Resident of state,No,,Yes,Next 30 days,No,,Yes,Pregnant,No,,No,8,,"(39.493240390000494, -117.07184056399967)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2011,4,Oct-Dec,OK,Oklahoma,Quitline,Services Available,Counseling,Amount of Counseling Offered,Medicaid,Yes,Resident of state,Yes,18 years and older,Yes,Next 30 days,Yes,Medicaid,No,,No,,No,5,,"(35.47203135600046, -97.52107021399968)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2012,3,Jul-Sep,PA,Pennsylvania,Quitline,Services Available,Counseling,Amount of Counseling Offered,Pregnant,Yes,Resident of state,Yes,14 years and older,Yes,Next 30 days,No,,Yes,Pregnant,No,,No,8,,"(40.79373015200048, -77.86070029399963)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2018,2,Apr-Jun,GA,Georgia,Quitline,Services Available,Counseling,Amount of Counseling Offered,Ready to quit in the next 30 days,Yes,Resident of state,Yes,18 years and older,Yes,Next 30 days,No,,No,,No,,No,5,,"(32.83968109300048, -83.62758034599966)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2015,3,Jul-Sep,SD,South Dakota,Quitline,Services Available,Counseling,Amount of Counseling Offered,Callers who have used the quitline 3 times or more,Yes,Resident of state,Yes,13 years and older,Yes,Next 30 days,No,,No,,Yes,Callers who have used the quitline 3 times or more,No,1,,"(44.353130053000484, -100.3735306369997)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2012,2,Apr-Jun,OK,Oklahoma,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,13 years and older,No,,No,,No,,No,,No,1,,"(35.47203135600046, -97.52107021399968)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2014,2,Apr-Jun,WI,Wisconsin,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,13 years and older,No,,No,,No,,No,,No,1,,"(44.39319117400049, -89.81637074199966)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2011,3,Jul-Sep,WA,Washington,Quitline,Services Available,Counseling,Amount of Counseling Offered,Referrals from Indian Health Services,Yes,Resident of state,Yes,18 years and older,Yes,Next 30 days or already quit,No,,No,,Yes,Referrals from Indian Health Services,No,5,,"(47.52227862900048, -120.47001078999972)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2014,1,Jan-Mar,UT,Utah,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,No,,Yes,Next 30 days,No,,No,,No,,No,5,,"(39.360700171000474, -111.58713063499971)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2012,3,Jul-Sep,MI,Michigan,Quitline,Services Available,Counseling,Amount of Counseling Offered,Veterans,Yes,Resident of state,No,,Yes,Next 30 days or already quit (within the last 30 days),No,,No,,Yes,Veterans,No,4,,"(44.6613195430005, -84.71439026999968)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2012,1,Jan-Mar,VT,Vermont,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,13 years and older,Yes,Next 30 days,No,,No,,No,,No,5,,"(43.62538123900049, -72.51764079099962)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2011,1,Jan-Mar,KY,Kentucky,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,15 years and older,Yes,Next 30 days,No,,No,,No,,No,5,,"(37.645970271000465, -84.77497104799966)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2013,2,Apr-Jun,CO,Colorado,Quitline,Services Available,Counseling,Amount of Counseling Offered,Pregnant/Postpartum,Yes,Resident of state,Yes,15 years and older,No,,No,,Yes,Pregnant/Postpartum,No,,No,9,5 calls during pregnancy; 4 calls postpartum,"(38.843840757000464, -106.13361092099967)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2018,2,Apr-Jun,AR,Arkansas,Quitline,Services Available,Counseling,Amount of Counseling Offered,Ready to quit in the next 30 days,Yes,Resident of state,Yes,13 years and older,Yes,Next 30 days,No,,No,,No,,No,5,,"(34.74865012400045, -92.27449074299966)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2012,1,Jan-Mar,OR,Oregon,Quitline,Services Available,Counseling,Amount of Counseling Offered,Medicaid Fee For Service,Yes,Resident of state,Yes,13 years and older,Yes,Next 30 days,Yes,Medicaid Fee For Service,No,,No,,No,4,,"(44.56744942400047, -120.15503132599969)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2014,1,Jan-Mar,AK,Alaska,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,18 years and older,No,,No,,No,,No,,No,5,,"(64.84507995700051, -147.72205903599973)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2017,4,Oct-Dec,ND,North Dakota,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,14 years and older,Yes,Next 30 days,No,,No,,Yes,Select special population groups,No,5,,"(47.47531977900047, -100.11842104899966)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2012,2,Apr-Jun,LA,Louisiana,Quitline,Services Available,Counseling,Amount of Counseling Offered,Medicaid,Yes,Resident of state,Yes,18 years and older,Yes,Next 30 days,Yes,Medicaid,No,,No,,No,5,,"(31.31266064400046, -92.44568007099969)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2018,2,Apr-Jun,VA,Virginia,Quitline,Services Available,Counseling,Amount of Counseling Offered,Pregnant,Yes,Resident of state,Yes,13 years and older,No,,No,,Yes,Pregnant,No,,No,10,,"(37.54268067400045, -78.45789046299967)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2017,1,Jan-Mar,GA,Georgia,Quitline,Services Available,Counseling,Amount of Counseling Offered,Pregnant/Postpartum,Yes,Resident of state,Yes,13 years and older,Yes,Next 30 days,No,,Yes,Pregnant/Postpartum,No,,No,10,,"(32.83968109300048, -83.62758034599966)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2015,1,Jan-Mar,SD,South Dakota,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,13 years and older,Yes,Next 30 days,No,,No,,No,,No,1,,"(44.353130053000484, -100.3735306369997)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2015,1,Jan-Mar,VT,Vermont,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,13 years and older,Yes,Next 30 days,No,,No,,No,,No,5,,"(43.62538123900049, -72.51764079099962)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2014,2,Apr-Jun,CT,Connecticut,Quitline,Services Available,Counseling,Amount of Counseling Offered,Callers ages 13-17,Yes,Resident of state,Yes,Ages 13-17,Yes,Next 30 days,No,,No,,No,,No,10,,"(41.56266102000046, -72.64984095199964)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2016,3,Jul-Sep,MI,Michigan,Quitline,Services Available,Counseling,Amount of Counseling Offered,Cancer patients,Yes,Resident of state,No,,Yes,Next 30 days,No,,No,,Yes,Cancer patients,No,4,,"(44.6613195430005, -84.71439026999968)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2015,4,Oct-Dec,RI,Rhode Island,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,13 years and older,No,,No,,No,,No,,No,5,Proactive counseling calls offered,"(41.70828019300046, -71.52247031399963)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2011,3,Jul-Sep,OK,Oklahoma,Quitline,Services Available,Counseling,Amount of Counseling Offered,Medicaid,Yes,Resident of state,Yes,18 years and older,Yes,Next 30 days,Yes,Medicaid,No,,No,,No,5,,"(35.47203135600046, -97.52107021399968)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2018,3,Jul-Sep,WA,Washington,Quitline,Services Available,Counseling,Amount of Counseling Offered,Uninsured: Callers ages 18 years and older,Yes,Resident of state,Yes,18 years and older,Yes,Next 30 days or already quit,Yes,Uninsured,No,,No,,No,5,,"(47.52227862900048, -120.47001078999972)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2015,1,Jan-Mar,CO,Colorado,Quitline,Services Available,Counseling,Amount of Counseling Offered,Pregnant/Postpartum,Yes,Resident of state,Yes,15 years and older,No,,No,,Yes,Pregnant/Postpartum,No,,No,9,5 calls during pregnancy; 4 calls postpartum,"(38.843840757000464, -106.13361092099967)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2017,3,Jul-Sep,SC,South Carolina,Quitline,Services Available,Counseling,Amount of Counseling Offered,Pregnant,Yes,Resident of state,Yes,13 years and older,No,,No,,Yes,Pregnant,No,,No,10,,"(33.998821303000454, -81.04537120699968)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2016,3,Jul-Sep,UT,Utah,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,No,,Yes,Next 30 days,No,,No,,No,,No,5,,"(39.360700171000474, -111.58713063499971)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2014,1,Jan-Mar,VA,Virginia,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,13 years and older,No,,No,,No,,No,,No,1,,"(37.54268067400045, -78.45789046299967)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
